; Number of ROIs: 5
; File Dimension: 772 x 653
;
; ROI name: veg3
; ROI rgb value: {0, 255, 0}
; ROI npts: 1000
;
; ROI name: shadow3
; ROI rgb value: {109, 109, 109}
; ROI npts: 1000
;
; ROI name: water3
; ROI rgb value: {0, 255, 255}
; ROI npts: 1000
;
; ROI name: road3
; ROI rgb value: {255, 0, 0}
; ROI npts: 1000
;
; ROI name: building3
; ROI rgb value: {0, 0, 255}
; ROI npts: 1000
;
; File X, File Y, Lat, Lon, B1, B2, B3, B4
;
 585,    8,  32.09509830,  118.82528303,  0.087500,  0.075900,  0.048600,  0.258500
 586,    8,  32.09509830,  118.82537286,  0.085900,  0.078200,  0.052200,  0.245800
 587,    8,  32.09509830,  118.82546269,  0.087400,  0.079700,  0.048700,  0.262600
 588,    8,  32.09509830,  118.82555252,  0.087000,  0.078800,  0.050900,  0.262400
 589,    8,  32.09509830,  118.82564235,  0.085400,  0.080200,  0.050700,  0.271900
 745,    8,  32.09509830,  118.83965607,  0.082000,  0.073700,  0.041700,  0.299200
 746,    8,  32.09509830,  118.83974590,  0.082400,  0.075300,  0.042400,  0.307200
 747,    8,  32.09509830,  118.83983574,  0.081300,  0.076400,  0.041400,  0.304800
 748,    8,  32.09509830,  118.83992557,  0.081300,  0.076400,  0.041400,  0.304800
 749,    8,  32.09509830,  118.84001540,  0.082200,  0.072100,  0.042000,  0.284900
 585,    9,  32.09500847,  118.82528303,  0.087000,  0.077400,  0.046900,  0.281800
 586,    9,  32.09500847,  118.82537286,  0.085900,  0.078200,  0.052200,  0.245800
 587,    9,  32.09500847,  118.82546269,  0.087400,  0.078900,  0.049100,  0.239700
 588,    9,  32.09500847,  118.82555252,  0.087600,  0.078200,  0.049900,  0.243700
 589,    9,  32.09500847,  118.82564235,  0.087100,  0.078400,  0.050100,  0.260700
 745,    9,  32.09500847,  118.83965607,  0.083400,  0.074800,  0.042900,  0.305600
 746,    9,  32.09500847,  118.83974590,  0.082500,  0.075800,  0.042600,  0.299200
 747,    9,  32.09500847,  118.83983574,  0.081700,  0.073400,  0.041500,  0.284400
 748,    9,  32.09500847,  118.83992557,  0.081700,  0.073400,  0.041500,  0.284400
 749,    9,  32.09500847,  118.84001540,  0.082100,  0.071200,  0.041700,  0.279000
 749,   10,  32.09491864,  118.84001540,  0.082500,  0.073000,  0.042000,  0.270600
 748,   10,  32.09491864,  118.83992557,  0.082600,  0.073500,  0.041800,  0.267200
 747,   10,  32.09491864,  118.83983574,  0.082600,  0.073500,  0.041800,  0.267200
 746,   10,  32.09491864,  118.83974590,  0.083100,  0.076700,  0.042200,  0.284700
 745,   10,  32.09491864,  118.83965607,  0.083800,  0.078000,  0.043300,  0.308000
 585,   10,  32.09491864,  118.82528303,  0.085700,  0.076600,  0.047400,  0.315100
 586,   10,  32.09491864,  118.82537286,  0.087200,  0.078900,  0.047300,  0.289400
 587,   10,  32.09491864,  118.82546269,  0.087800,  0.078600,  0.047200,  0.272900
 588,   10,  32.09491864,  118.82555252,  0.087800,  0.077800,  0.048000,  0.253500
 589,   10,  32.09491864,  118.82564235,  0.087000,  0.077000,  0.048900,  0.238000
 712,   11,  32.09482881,  118.83669163,  0.082400,  0.067200,  0.039600,  0.184000
 748,   11,  32.09482881,  118.83992557,  0.083200,  0.074000,  0.042600,  0.260800
 747,   11,  32.09482881,  118.83983574,  0.083200,  0.074000,  0.042600,  0.260800
 746,   11,  32.09482881,  118.83974590,  0.082300,  0.075100,  0.041200,  0.270500
 745,   11,  32.09482881,  118.83965607,  0.083800,  0.076900,  0.042200,  0.319600
 585,   11,  32.09482881,  118.82528303,  0.084800,  0.074400,  0.045600,  0.317200
 586,   11,  32.09482881,  118.82537286,  0.086700,  0.077300,  0.046800,  0.341700
 587,   11,  32.09482881,  118.82546269,  0.086700,  0.077400,  0.045000,  0.328900
 588,   11,  32.09482881,  118.82555252,  0.086400,  0.076300,  0.045500,  0.294600
 589,   11,  32.09482881,  118.82564235,  0.086000,  0.075200,  0.047700,  0.264400
