; Number of ROIs: 5,,,,,,,
; File Dimension: 772 x 653,,,,,,,
;,,,,,,,
; ROI name: veg1,,,,,,,
; ROI rgb value: {0,255, 0},,,,,
; ROI npts: 1000,,,,,,,
;,,,,,,,
; ROI name: shadow1,,,,,,,
; ROI rgb value: {109,109, 109},,,,,
; ROI npts: 1000,,,,,,,
;,,,,,,,
; ROI name: water1,,,,,,,
; ROI rgb value: {0,255, 255},,,,,
; ROI npts: 1000,,,,,,,
;,,,,,,,
; ROI name: road1,,,,,,,
; ROI rgb value: {255,0, 0},,,,,
; ROI npts: 1070,,,,,,,
;,,,,,,,
; ROI name: building1,,,,,,,
; ROI rgb value: {0,0, 255},,,,,
; ROI npts: 1000,,,,,,,
;,,,,,,,
; File X, File Y, Lat, Lon, B1, B2, B3, B4
;,,,,,,,
764,7,32.09518813,118.8413629,0.1098,0.0828,0.0596,0.1683
767,7,32.09518813,118.8416324,0.1083,0.0831,0.0581,0.2141
766,7,32.09518813,118.8415425,0.1083,0.0831,0.0581,0.2141
765,7,32.09518813,118.8414527,0.1092,0.0843,0.0583,0.1983
768,7,32.09518813,118.8417222,0.1082,0.0834,0.0596,0.2045
768,8,32.0950983,118.8417222,0.1099,0.0839,0.06,0.2041
764,8,32.0950983,118.8413629,0.1082,0.08,0.0587,0.174
767,8,32.0950983,118.8416324,0.109,0.0808,0.0596,0.1983
766,8,32.0950983,118.8415425,0.109,0.0808,0.0596,0.1983
765,8,32.0950983,118.8414527,0.1086,0.0835,0.0602,0.2025
765,9,32.09500847,118.8414527,0.1109,0.0866,0.0607,0.2221
766,9,32.09500847,118.8415425,0.1095,0.0834,0.06,0.1974
767,9,32.09500847,118.8416324,0.1095,0.0834,0.06,0.1974
764,9,32.09500847,118.8413629,0.11,0.0835,0.0585,0.1934
768,9,32.09500847,118.8417222,0.1098,0.0843,0.0597,0.2051
767,10,32.09491864,118.8416324,0.1091,0.0817,0.0593,0.1885
768,10,32.09491864,118.8417222,0.1091,0.0817,0.0593,0.1885
765,10,32.09491864,118.8414527,0.1138,0.0863,0.0606,0.2228
764,10,32.09491864,118.8413629,0.1121,0.0832,0.0591,0.1909
766,10,32.09491864,118.8415425,0.1105,0.084,0.0599,0.2015
765,11,32.09482881,118.8414527,0.1136,0.088,0.0667,0.2453
766,11,32.09482881,118.8415425,0.1103,0.0843,0.064,0.1912
764,11,32.09482881,118.8413629,0.1098,0.0839,0.0596,0.2035
768,11,32.09482881,118.8417222,0.109,0.0815,0.0594,0.1958
767,11,32.09482881,118.8416324,0.109,0.0815,0.0594,0.1958
312,22,32.09384066,118.800759,0.1093,0.0769,0.0573,0.1181
313,22,32.09384066,118.8008489,0.1125,0.0803,0.0619,0.1084
314,22,32.09384066,118.8009387,0.1102,0.079,0.0602,0.0951
315,22,32.09384066,118.8010285,0.1102,0.079,0.0602,0.0951
316,22,32.09384066,118.8011184,0.1087,0.0772,0.057,0.0971
241,22,32.09384066,118.794381,0.112,0.0818,0.0629,0.0995
242,22,32.09384066,118.7944708,0.1114,0.08,0.0605,0.0888
243,22,32.09384066,118.7945606,0.1114,0.08,0.0605,0.0888
240,22,32.09384066,118.7942912,0.1148,0.0871,0.0653,0.1392
239,22,32.09384066,118.7942013,0.1167,0.0888,0.0667,0.1594
312,23,32.09375083,118.800759,0.1104,0.0784,0.0607,0.0996
313,23,32.09375083,118.8008489,0.1131,0.0811,0.0614,0.1032
314,23,32.09375083,118.8009387,0.1105,0.0796,0.0613,0.0929
315,23,32.09375083,118.8010285,0.1119,0.0785,0.0586,0.0848
316,23,32.09375083,118.8011184,0.1119,0.0785,0.0586,0.0848
292,23,32.09375083,118.7989624,0.114,0.0861,0.065,0.1247
291,23,32.09375083,118.7988726,0.1132,0.0865,0.0665,0.125
290,23,32.09375083,118.7987827,0.1092,0.0787,0.0617,0.096
243,23,32.09375083,118.7945606,0.1128,0.0827,0.0612,0.1171
242,23,32.09375083,118.7944708,0.1128,0.0827,0.0612,0.1171
241,23,32.09375083,118.794381,0.1139,0.0841,0.0619,0.1239
240,23,32.09375083,118.7942912,0.1171,0.0907,0.0631,0.1496
239,23,32.09375083,118.7942013,0.1175,0.0923,0.0646,0.1654
294,23,32.09375083,118.7991421,0.1115,0.0816,0.0615,0.1276
293,23,32.09375083,118.7990522,0.1141,0.0856,0.065,0.1273
316,24,32.093661,118.8011184,0.1091,0.0791,0.0589,0.0989
242,24,32.093661,118.7944708,0.1171,0.0891,0.0653,0.1526
241,24,32.093661,118.794381,0.116,0.0891,0.0661,0.1555
240,24,32.093661,118.7942912,0.1184,0.0951,0.0684,0.1963
239,24,32.093661,118.7942013,0.1158,0.0908,0.0658,0.1863
293,24,32.093661,118.7990522,0.1123,0.0852,0.0634,0.147
294,24,32.093661,118.7991421,0.1088,0.0803,0.0597,0.1295
312,24,32.093661,118.800759,0.1114,0.0801,0.0606,0.1104
313,24,32.093661,118.8008489,0.1123,0.0821,0.062,0.0997
314,24,32.093661,118.8009387,0.1118,0.0807,0.0633,0.0954
315,24,32.093661,118.8010285,0.1091,0.0791,0.0589,0.0989
292,24,32.093661,118.7989624,0.1149,0.0879,0.0671,0.142
291,24,32.093661,118.7988726,0.1121,0.0852,0.0634,0.1212
290,24,32.093661,118.7987827,0.1098,0.0804,0.0597,0.103
243,24,32.093661,118.7945606,0.1171,0.0891,0.0653,0.1526
290,25,32.09357117,118.7987827,0.1114,0.0861,0.0627,0.1362
240,25,32.09357117,118.7942912,0.1181,0.0963,0.0702,0.1975
241,25,32.09357117,118.794381,0.1165,0.0915,0.0666,0.1795
242,25,32.09357117,118.7944708,0.1182,0.0943,0.0693,0.1924
243,25,32.09357117,118.7945606,0.1182,0.0943,0.0693,0.1924
291,25,32.09357117,118.7988726,0.1136,0.0872,0.0647,0.1555
292,25,32.09357117,118.7989624,0.1153,0.0907,0.0714,0.1392
293,25,32.09357117,118.7990522,0.1103,0.083,0.0638,0.1276
294,25,32.09357117,118.7991421,0.112,0.0855,0.064,0.1385
312,25,32.09357117,118.800759,0.1102,0.0816,0.06,0.1199
313,25,32.09357117,118.8008489,0.1112,0.0837,0.0647,0.1098
314,25,32.09357117,118.8009387,0.1122,0.0817,0.0632,0.0971
239,25,32.09357117,118.7942013,0.1163,0.0952,0.0682,0.1787
315,25,32.09357117,118.8010285,0.1135,0.0822,0.0629,0.1121
316,25,32.09357117,118.8011184,0.1135,0.0822,0.0629,0.1121
294,26,32.09348134,118.7991421,0.1163,0.0893,0.0705,0.1492
292,26,32.09348134,118.7989624,0.1172,0.0924,0.0755,0.1363
291,26,32.09348134,118.7988726,0.1143,0.0869,0.0651,0.1556
243,26,32.09348134,118.7945606,0.1216,0.0985,0.0813,0.176
242,26,32.09348134,118.7944708,0.1213,0.0988,0.0737,0.2084
312,26,32.09348134,118.800759,0.112,0.0849,0.0657,0.1229
241,26,32.09348134,118.794381,0.1188,0.0956,0.0701,0.1979
240,26,32.09348134,118.7942912,0.1183,0.0946,0.0711,0.1957
239,26,32.09348134,118.7942013,0.1164,0.0938,0.0703,0.1825
316,26,32.09348134,118.8011184,0.1135,0.0836,0.0645,0.1294
290,26,32.09348134,118.7987827,0.1117,0.0844,0.0621,0.1442
315,26,32.09348134,118.8010285,0.1135,0.0836,0.0645,0.1294
314,26,32.09348134,118.8009387,0.1104,0.0821,0.0627,0.1132
313,26,32.09348134,118.8008489,0.1107,0.0835,0.0655,0.1195
293,26,32.09348134,118.7990522,0.1143,0.0867,0.0679,0.1429
293,27,32.0933915,118.7990522,0.1184,0.0932,0.0747,0.1693
291,27,32.0933915,118.7988726,0.1165,0.0934,0.0719,0.1725
292,27,32.0933915,118.7989624,0.1209,0.0976,0.0812,0.1624
294,27,32.0933915,118.7991421,0.1137,0.0908,0.0712,0.1838
290,27,32.0933915,118.7987827,0.1132,0.0872,0.062,0.1569
311,39,32.09231353,118.8006692,0.1126,0.0827,0.0658,0.1385
313,39,32.09231353,118.8008489,0.1129,0.085,0.0655,0.1449
314,39,32.09231353,118.8009387,0.1143,0.0879,0.063,0.1508
310,39,32.09231353,118.8005794,0.1126,0.0827,0.0658,0.1385
312,39,32.09231353,118.800759,0.1117,0.0819,0.0648,0.1284
310,40,32.09222369,118.8005794,0.1117,0.0796,0.0619,0.1093
311,40,32.09222369,118.8006692,0.1117,0.0796,0.0619,0.1093
312,40,32.09222369,118.800759,0.1119,0.0822,0.0651,0.133
313,40,32.09222369,118.8008489,0.1131,0.0854,0.0666,0.1452
314,40,32.09222369,118.8009387,0.114,0.0885,0.0655,0.1634
314,41,32.09213386,118.8009387,0.1141,0.0866,0.0664,0.1641
313,41,32.09213386,118.8008489,0.112,0.0837,0.0661,0.1332
310,41,32.09213386,118.8005794,0.1107,0.0791,0.0604,0.0944
311,41,32.09213386,118.8006692,0.1107,0.0791,0.0604,0.0944
312,41,32.09213386,118.800759,0.1128,0.0856,0.0659,0.1355
312,42,32.09204403,118.800759,0.1154,0.0891,0.0679,0.1514
310,42,32.09204403,118.8005794,0.1116,0.0822,0.0603,0.1344
313,42,32.09204403,118.8008489,0.1119,0.0831,0.0661,0.1239
314,42,32.09204403,118.8009387,0.1163,0.09,0.0689,0.1723
311,42,32.09204403,118.8006692,0.1116,0.0822,0.0603,0.1344
314,43,32.0919542,118.8009387,0.1186,0.0932,0.0716,0.1953
313,43,32.0919542,118.8008489,0.1121,0.0834,0.0643,0.1565
312,43,32.0919542,118.800759,0.1128,0.0865,0.0662,0.1284
311,43,32.0919542,118.8006692,0.1147,0.0892,0.0654,0.1836
310,43,32.0919542,118.8005794,0.1147,0.0892,0.0654,0.1836
763,68,32.08970841,118.841273,0.1145,0.0809,0.065,0.1079
764,68,32.08970841,118.8413629,0.1141,0.0821,0.066,0.1148
765,68,32.08970841,118.8414527,0.1129,0.0837,0.0688,0.1274
762,68,32.08970841,118.8411832,0.113,0.0815,0.0661,0.1006
761,68,32.08970841,118.8410934,0.1122,0.0833,0.066,0.0982
761,69,32.08961858,118.8410934,0.1129,0.0821,0.0642,0.1149
762,69,32.08961858,118.8411832,0.1138,0.0841,0.0663,0.1369
763,69,32.08961858,118.841273,0.1149,0.0839,0.067,0.1418
764,69,32.08961858,118.8413629,0.1132,0.0835,0.0666,0.1373
765,69,32.08961858,118.8414527,0.1122,0.085,0.0648,0.177
765,70,32.08952875,118.8414527,0.1152,0.0858,0.0693,0.2141
761,70,32.08952875,118.8410934,0.1139,0.0841,0.068,0.1394
762,70,32.08952875,118.8411832,0.1143,0.0852,0.0656,0.163
763,70,32.08952875,118.841273,0.1164,0.0862,0.0672,0.1846
764,70,32.08952875,118.8413629,0.1166,0.0862,0.0685,0.1771
761,71,32.08943892,118.8410934,0.1131,0.0849,0.0638,0.1848
762,71,32.08943892,118.8411832,0.1139,0.0848,0.0643,0.1799
763,71,32.08943892,118.841273,0.1126,0.0863,0.0665,0.1967
764,71,32.08943892,118.8413629,0.1142,0.0875,0.0669,0.2096
765,71,32.08943892,118.8414527,0.1152,0.0874,0.0685,0.2293
761,72,32.08934908,118.8410934,0.1132,0.0854,0.0644,0.2043
731,72,32.08934908,118.8383984,0.1136,0.0816,0.0684,0.116
732,72,32.08934908,118.8384883,0.113,0.082,0.0634,0.0984
733,72,32.08934908,118.8385781,0.1124,0.0792,0.061,0.0876
734,72,32.08934908,118.8386679,0.1112,0.0802,0.0653,0.0896
735,72,32.08934908,118.8387578,0.1112,0.0802,0.0653,0.0896
762,72,32.08934908,118.8411832,0.1127,0.0852,0.0651,0.1917
763,72,32.08934908,118.841273,0.1119,0.088,0.0647,0.2144
764,72,32.08934908,118.8413629,0.1142,0.0875,0.0653,0.2128
765,72,32.08934908,118.8414527,0.1145,0.0853,0.0665,0.2148
731,73,32.08925925,118.8383984,0.1133,0.0835,0.066,0.1163
732,73,32.08925925,118.8384883,0.1119,0.0807,0.0628,0.0987
733,73,32.08925925,118.8385781,0.1108,0.0777,0.0612,0.0884
734,73,32.08925925,118.8386679,0.1102,0.0797,0.0612,0.0893
735,73,32.08925925,118.8387578,0.1102,0.0797,0.0612,0.0893
735,74,32.08916942,118.8387578,0.1076,0.0807,0.0588,0.1466
731,74,32.08916942,118.8383984,0.1121,0.081,0.063,0.0993
732,74,32.08916942,118.8384883,0.1115,0.0807,0.0626,0.0994
733,74,32.08916942,118.8385781,0.1096,0.0803,0.0605,0.1113
734,74,32.08916942,118.8386679,0.1076,0.0807,0.0588,0.1466
292,74,32.08916942,118.7989624,0.1096,0.0774,0.0583,0.1193
293,74,32.08916942,118.7990522,0.1077,0.0784,0.0562,0.1309
294,74,32.08916942,118.7991421,0.1078,0.0801,0.0551,0.1189
295,74,32.08916942,118.7992319,0.1078,0.0801,0.0551,0.1189
296,74,32.08916942,118.7993217,0.107,0.0772,0.0574,0.1143
292,75,32.08907959,118.7989624,0.1129,0.0854,0.0617,0.2128
293,75,32.08907959,118.7990522,0.1099,0.0818,0.0594,0.195
295,75,32.08907959,118.7992319,0.109,0.0792,0.0553,0.1507
296,75,32.08907959,118.7993217,0.1086,0.0773,0.0547,0.1403
734,75,32.08907959,118.8386679,0.1087,0.084,0.0578,0.194
733,75,32.08907959,118.8385781,0.1094,0.0825,0.0587,0.1598
732,75,32.08907959,118.8384883,0.109,0.0811,0.0607,0.137
731,75,32.08907959,118.8383984,0.1106,0.0816,0.0603,0.1295
735,75,32.08907959,118.8387578,0.1087,0.084,0.0578,0.194
294,75,32.08907959,118.7991421,0.109,0.0792,0.0553,0.1507
732,76,32.08898976,118.8384883,0.1117,0.086,0.0619,0.2167
292,76,32.08898976,118.7989624,0.1135,0.0857,0.0633,0.2005
293,76,32.08898976,118.7990522,0.1112,0.0846,0.0604,0.1943
294,76,32.08898976,118.7991421,0.1122,0.0843,0.0589,0.2035
295,76,32.08898976,118.7992319,0.1122,0.0843,0.0589,0.2035
296,76,32.08898976,118.7993217,0.11,0.0827,0.0586,0.2087
733,76,32.08898976,118.8385781,0.1121,0.085,0.0616,0.2175
731,76,32.08898976,118.8383984,0.1127,0.0861,0.0613,0.2029
734,76,32.08898976,118.8386679,0.1111,0.0865,0.0603,0.2207
735,76,32.08898976,118.8387578,0.1111,0.0865,0.0603,0.2207
294,77,32.08889993,118.7991421,0.1106,0.0841,0.0589,0.1955
292,77,32.08889993,118.7989624,0.1117,0.0796,0.0608,0.142
293,77,32.08889993,118.7990522,0.1094,0.0829,0.0606,0.1765
295,77,32.08889993,118.7992319,0.1106,0.0841,0.0589,0.1955
296,77,32.08889993,118.7993217,0.1097,0.0832,0.0595,0.2241
296,78,32.0888101,118.7993217,0.1107,0.0857,0.0608,0.2417
292,78,32.0888101,118.7989624,0.1106,0.0819,0.0608,0.1719
293,78,32.0888101,118.7990522,0.1094,0.0815,0.0613,0.228
294,78,32.0888101,118.7991421,0.1085,0.0833,0.0594,0.2067
295,78,32.0888101,118.7992319,0.1085,0.0833,0.0594,0.2067
451,134,32.08377953,118.8132456,0.1152,0.0876,0.0662,0.1585
452,134,32.08377953,118.8133354,0.1125,0.085,0.0649,0.1635
453,134,32.08377953,118.8134253,0.1125,0.085,0.0649,0.1635
454,134,32.08377953,118.8135151,0.1144,0.0873,0.0642,0.1639
455,134,32.08377953,118.8136049,0.1169,0.0906,0.07,0.1736
451,135,32.0836897,118.8132456,0.1161,0.0903,0.0662,0.1897
452,135,32.0836897,118.8133354,0.116,0.0889,0.0659,0.2101
453,135,32.0836897,118.8134253,0.116,0.0889,0.0659,0.2101
454,135,32.0836897,118.8135151,0.1155,0.0917,0.0677,0.2125
455,135,32.0836897,118.8136049,0.1173,0.0895,0.0723,0.1884
452,136,32.08359987,118.8133354,0.1214,0.0955,0.0697,0.2406
453,136,32.08359987,118.8134253,0.1214,0.0955,0.0697,0.2406
454,136,32.08359987,118.8135151,0.1192,0.0955,0.0743,0.2109
455,136,32.08359987,118.8136049,0.1183,0.0909,0.0737,0.1707
451,136,32.08359987,118.8132456,0.1168,0.0963,0.0709,0.2105
451,137,32.08351004,118.8132456,0.1195,0.0975,0.0738,0.2556
452,137,32.08351004,118.8133354,0.1188,0.1004,0.0764,0.2684
453,137,32.08351004,118.8134253,0.1188,0.1004,0.0764,0.2684
454,137,32.08351004,118.8135151,0.1196,0.0961,0.076,0.2183
455,137,32.08351004,118.8136049,0.1173,0.0929,0.071,0.1688
455,138,32.0834202,118.8136049,0.1183,0.0912,0.073,0.1491
454,138,32.0834202,118.8135151,0.12,0.0942,0.0756,0.1995
453,138,32.0834202,118.8134253,0.1209,0.1011,0.0765,0.2427
452,138,32.0834202,118.8133354,0.1209,0.1011,0.0765,0.2427
451,138,32.0834202,118.8132456,0.1232,0.1043,0.0791,0.2293
490,144,32.08288121,118.816749,0.1192,0.0904,0.0684,0.1252
491,144,32.08288121,118.8168389,0.1165,0.0874,0.0678,0.1242
492,144,32.08288121,118.8169287,0.1144,0.0862,0.0666,0.1103
493,144,32.08288121,118.8170185,0.1144,0.0862,0.0666,0.1103
489,144,32.08288121,118.8166592,0.1167,0.0855,0.0671,0.1059
489,145,32.08279138,118.8166592,0.1171,0.0899,0.0719,0.1548
490,145,32.08279138,118.816749,0.1188,0.0923,0.0698,0.1654
491,145,32.08279138,118.8168389,0.1186,0.0942,0.0701,0.1809
492,145,32.08279138,118.8169287,0.1182,0.0952,0.0714,0.1716
493,145,32.08279138,118.8170185,0.1182,0.0952,0.0714,0.1716
490,146,32.08270155,118.816749,0.1201,0.0989,0.0758,0.1858
491,146,32.08270155,118.8168389,0.1185,0.094,0.0735,0.2032
492,146,32.08270155,118.8169287,0.1193,0.0959,0.0718,0.1903
493,146,32.08270155,118.8170185,0.1193,0.0959,0.0718,0.1903
489,146,32.08270155,118.8166592,0.1207,0.0993,0.0788,0.1991
489,147,32.08261172,118.8166592,0.1222,0.1009,0.0841,0.1941
490,147,32.08261172,118.816749,0.1228,0.1016,0.0843,0.1894
491,147,32.08261172,118.8168389,0.121,0.0953,0.0823,0.173
492,147,32.08261172,118.8169287,0.1181,0.095,0.0754,0.169
493,147,32.08261172,118.8170185,0.1181,0.095,0.0754,0.169
490,148,32.08252189,118.816749,0.1234,0.1034,0.0887,0.175
491,148,32.08252189,118.8168389,0.1231,0.0988,0.0846,0.185
492,148,32.08252189,118.8169287,0.119,0.097,0.0793,0.161
493,148,32.08252189,118.8170185,0.1204,0.0959,0.079,0.1512
489,148,32.08252189,118.8166592,0.1225,0.0969,0.088,0.1607
631,160,32.08144391,118.8294153,0.1153,0.086,0.0799,0.1313
632,160,32.08144391,118.8295051,0.1119,0.0816,0.0692,0.0994
633,160,32.08144391,118.8295949,0.1119,0.0816,0.0692,0.0994
634,160,32.08144391,118.8296848,0.1123,0.0819,0.0699,0.1013
635,160,32.08144391,118.8297746,0.1137,0.0837,0.0708,0.1049
632,161,32.08135408,118.8295051,0.1142,0.0849,0.072,0.1248
633,161,32.08135408,118.8295949,0.1142,0.0849,0.072,0.1248
634,161,32.08135408,118.8296848,0.1162,0.0861,0.0747,0.1194
635,161,32.08135408,118.8297746,0.1155,0.0853,0.0741,0.1113
631,161,32.08135408,118.8294153,0.1159,0.0888,0.0775,0.1407
633,162,32.08126425,118.8295949,0.1141,0.0845,0.0729,0.1312
632,162,32.08126425,118.8295051,0.1141,0.0845,0.0729,0.1312
631,162,32.08126425,118.8294153,0.1147,0.0865,0.073,0.1218
635,162,32.08126425,118.8297746,0.1165,0.085,0.0736,0.1223
634,162,32.08126425,118.8296848,0.1142,0.0861,0.0744,0.125
631,163,32.08117442,118.8294153,0.1111,0.084,0.0712,0.1088
632,163,32.08117442,118.8295051,0.1123,0.0853,0.0691,0.1236
633,163,32.08117442,118.8295949,0.1123,0.0853,0.0691,0.1236
634,163,32.08117442,118.8296848,0.1127,0.0851,0.069,0.1186
635,163,32.08117442,118.8297746,0.1149,0.0841,0.0702,0.124
635,164,32.08108458,118.8297746,0.1125,0.0824,0.0679,0.1253
632,164,32.08108458,118.8295051,0.1138,0.0858,0.0723,0.12
633,164,32.08108458,118.8295949,0.1138,0.0858,0.0723,0.12
634,164,32.08108458,118.8296848,0.1138,0.0848,0.0708,0.1178
631,164,32.08108458,118.8294153,0.1137,0.0825,0.0746,0.1181
318,206,32.07731166,118.801298,0.1141,0.0919,0.0656,0.1937
317,206,32.07731166,118.8012082,0.1156,0.091,0.0676,0.1994
316,206,32.07731166,118.8011184,0.1152,0.0951,0.0702,0.1942
319,206,32.07731166,118.8013878,0.1143,0.0909,0.0679,0.1866
317,207,32.07722183,118.8012082,0.1163,0.0914,0.0691,0.1995
318,207,32.07722183,118.801298,0.115,0.093,0.0667,0.1932
